,ParcelId,OwnerName,Address,City,State,Zip
961,096-04-00-008-000,CURRENT RESIDENT,2145 DEER RUN ROAD SEC 17 LOT 86,Fairfield,SC,
962,096-04-00-009-000,CURRENT RESIDENT,2149 DEER RUN ROAD SEC 17 LOT 85,Fairfield,SC,
963,096-04-00-010-000,CURRENT RESIDENT,2169 DEER RUN ROAD SEC 17 LOT 84,Fairfield,SC,
964,096-04-00-011-000,CURRENT RESIDENT,2191 DEER RUN ROAD SEC 17 LOT 83,Fairfield,SC,
965,096-04-00-012-000,CURRENT RESIDENT,2207 DEER RUN ROAD SEC 17 LOT 82,Fairfield,SC,
966,096-04-00-013-000,CURRENT RESIDENT,2225 DEER RUN ROAD SEC 17 LOT 81,Fairfield,SC,
967,096-04-00-014-000,CURRENT RESIDENT,2237 DEER RUN ROAD SEC 17 LOT 80,Fairfield,SC,
968,096-04-00-006-000,CURRENT RESIDENT,2065 DEER RUN ROAD SEC 17 LOT 89-C,Fairfield,SC,
969,096-04-00-016-000,CURRENT RESIDENT,DEER RUN ROAD,Fairfield,SC,
970,114-01-01-001-000,CURRENT RESIDENT,429 DEER RUN ROAD SEC 17 LOT 146,Fairfield,SC,
971,114-01-01-002-000,CURRENT RESIDENT,437 DEER RUN ROAD SEC 17 LOT 145,Fairfield,SC,
972,114-01-01-003-000,CURRENT RESIDENT,463 DEER RUN ROAD SEC 17 LOT 144,Fairfield,SC,
973,098-00-00-017-000,CURRENT RESIDENT,245 ROCKY 2 RD,Fairfield,SC,
974,098-00-00-023-000,CURRENT RESIDENT,71 ROCKY 2 RD,Fairfield,SC,
975,098-00-00-024-000,CURRENT RESIDENT,14 ROCKY 2 RD,Fairfield,SC,
976,098-00-00-030-000,CURRENT RESIDENT,20315 NEWBERRY ROAD,Fairfield,SC,
977,098-00-00-055-000,CURRENT RESIDENT,20269 NEWBERRY ROAD,Fairfield,SC,
978,098-00-00-033-000,CURRENT RESIDENT,20247 NEWBERRY ROAD,Fairfield,SC,
979,098-00-00-037-000,CURRENT RESIDENT,TRACT 5-LAWRENCE TRAPP SR ESTATE,Fairfield,SC,
980,098-00-00-035-000,CURRENT RESIDENT,TRACT 4-LAWRENCE TRAPP SR ESTATE,Fairfield,SC,
981,098-00-00-043-000,CURRENT RESIDENT,19903 NEWBERRY RD RD,Fairfield,SC,
982,099-00-00-032-000,CURRENT RESIDENT,270 STROTHER ROAD,Fairfield,SC,
983,099-00-00-028-000,CURRENT RESIDENT,414 PEARSON RD,Fairfield,SC,
984,099-00-00-021-000,CURRENT RESIDENT,CHURCH LOT,Fairfield,SC,
985,099-00-00-016-000,CURRENT RESIDENT,17895 NEWBERRY ROAD,Fairfield,SC,
986,099-00-00-017-000,CURRENT RESIDENT,17867 NEWBERRY ROAD,Fairfield,SC,
987,099-00-00-018-000,CURRENT RESIDENT,INT S-20-99 & SC34 W 410 FT S OFF,Fairfield,SC,
988,099-00-00-019-000,CURRENT RESIDENT,17853 NEWBERRY ROAD,Fairfield,SC,
989,099-00-00-020-000,CURRENT RESIDENT,INT SC-34 & S-20-99,Fairfield,SC,
990,099-00-00-013-000,CURRENT RESIDENT,17938 & 17936 NEWBERRY ROAD,Fairfield,SC,
991,099-00-00-009-000,CURRENT RESIDENT,18184 NEWBERRY ROAD,Fairfield,SC,
992,099-00-00-031-000,CURRENT RESIDENT,578 PEARSON RD,Fairfield,SC,
993,126-01-30-002-000,CURRENT RESIDENT,505 W WASHINGTON ST,WS-Winnsboro,SC,
994,126-01-30-003-000,CURRENT RESIDENT,503 W WASHINGTON ST,WS-Winnsboro,SC,
995,126-01-30-004-000,CURRENT RESIDENT,501 W WASHINGTON ST,WS-Winnsboro,SC,
996,126-01-12-016-000,CURRENT RESIDENT,LOT OFF W WASHINGTON ST ST,WS-Jackson,SC,
997,126-01-36-003-000,CURRENT RESIDENT,217 CLEVELAND ST,WS-Winnsboro,SC,
998,126-03-01-004-000,CURRENT RESIDENT,605 W WASHINGTON ST,WS-Jackson,SC,
999,126-01-36-005-000,CURRENT RESIDENT,223 CLEVELAND ST,WS-Winnsboro,SC,
1000,126-03-01-005-000,CURRENT RESIDENT,223-1/2 CLEVELAND ST ST,WS-Winnsboro,SC,
1001,126-03-01-006-000,CURRENT RESIDENT,225 CLEVELAND ST,WS-Winnsboro,SC,
1002,126-01-36-004-000,CURRENT RESIDENT,221 CLEVELAND ST,WS-Winnsboro,SC,
1003,126-01-36-001-000,CURRENT RESIDENT,504 LIBERTY ST,WS-Winnsboro,SC,
1004,126-01-36-002-000,CURRENT RESIDENT,129 CRAWFORD ST ST,WS-Winnsboro,SC,
1005,126-01-36-008-000,CURRENT RESIDENT,513 LIBERTY ST,WS-Winnsboro,SC,
1006,126-01-36-020-000,CURRENT RESIDENT,507 W LIBERTY ST,WS-Winnsboro,SC,
1007,126-01-36-021-000,CURRENT RESIDENT,501 LIBERTY ST,WS-Winnsboro,SC,
1008,126-01-36-019-000,CURRENT RESIDENT,207 CRAWFORD ST ST,WS-Winnsboro,SC,
1009,126-01-36-017-000,CURRENT RESIDENT,219 CRAWFORD ST ST,WS-Winnsboro,SC,
1010,126-01-36-016-000,CURRENT RESIDENT,227 CRAWFORD ST ST,WS-Winnsboro,SC,
1011,126-03-01-013-000,CURRENT RESIDENT,MOULTRIE ST,WS-Winnsboro,SC,
1012,126-03-01-014-000,CURRENT RESIDENT,502 MOULTRIE ST,WS-Winnsboro,SC,
1013,126-03-01-015-000,CURRENT RESIDENT,MOULTRIE & CRAWFORD STS,WS-Winnsboro,SC,
1014,126-03-01-012-000,CURRENT RESIDENT,508 W MOULTRIE ST,WS-Winnsboro,SC,
1015,126-01-36-014-000,CURRENT RESIDENT,220 CLEVELAND ST,WS-Winnsboro,SC,
1016,126-01-36-010-000,CURRENT RESIDENT,208 CLEVELAND ST,WS-Winnsboro,SC,
1017,126-01-36-015-000,CURRENT RESIDENT,2320 CLEVELAND ST,WS-Winnsboro,SC,
1018,126-01-36-013-000,CURRENT RESIDENT,218 CLEVELAND ST (LOT 6),WS-Winnsboro,SC,
1019,126-01-36-018-000,CURRENT RESIDENT,209 CRAWFORD ST ST,WS-Winnsboro,SC,
1020,126-01-36-012-000,CURRENT RESIDENT,212 CLEVELAND ST (LOT 5),WS-Winnsboro,SC,
1021,126-01-36-011-000,CURRENT RESIDENT,210 CLEVELAND ST LOT 4,WS-Winnsboro,SC,
1022,126-01-36-009-000,CURRENT RESIDENT,509 W LIBERTY ST,WS-Winnsboro,SC,
1023,126-01-36-006-000,CURRENT RESIDENT,517 W LIBERTY ST,WS-Winnsboro,SC,
1024,126-01-36-007-000,CURRENT RESIDENT,206 CLEVELAND ST,WS-Winnsboro,SC,
1025,126-01-37-001-000,CURRENT RESIDENT,416 W LIBERTY ST,WS-Winnsboro,SC,
1026,126-01-37-002-000,CURRENT RESIDENT,412 W LIBERTY ST & 415 WASHINGTON ST,WS-Winnsboro,SC,
1027,126-01-37-003-000,CURRENT RESIDENT,103 FRAZIER ST,WS-Winnsboro,SC,
1028,126-01-37-004-000,CURRENT RESIDENT,105 FRAZIER ST,WS-Winnsboro,SC,
1029,126-01-37-005-000,CURRENT RESIDENT,410 W LIBERTY ST,WS-Winnsboro,SC,
1030,126-01-37-006-000,CURRENT RESIDENT,406 W LIBERTY ST,WS-Winnsboro,SC,
1031,126-01-37-007-000,CURRENT RESIDENT,402 W LIBERTY ST,WS-Winnsboro,SC,
1032,126-01-38-001-000,CURRENT RESIDENT,417 W LIBERTY ST,WS-Winnsboro,SC,
1033,126-01-38-016-000,CURRENT RESIDENT,201 FRAZIER ST,WS-Winnsboro,SC,
1034,126-01-38-002-000,CURRENT RESIDENT,206 CRAWFORD ST ST,WS-Winnsboro,SC,
1035,126-01-38-014-000,CURRENT RESIDENT,205 FRAZIER ST,WS-Winnsboro,SC,
1036,126-01-38-003-000,CURRENT RESIDENT,CRAWFORD ST ST,WS-Winnsboro,SC,
1037,126-01-38-004-000,CURRENT RESIDENT,214 CRAWFORD ST ST,WS-Winnsboro,SC,
1038,126-01-38-013-000,CURRENT RESIDENT,209 FRAZIER ST,WS-Winnsboro,SC,
1039,126-01-38-005-000,CURRENT RESIDENT,220 CRAWFORD ST ST,WS-Winnsboro,SC,
1040,126-01-38-006-000,CURRENT RESIDENT,MOULTRIE & CRAWFORD ST ST,WS-Winnsboro,SC,
1041,126-01-38-007-000,CURRENT RESIDENT,414 W MOULTRIE ST,WS-Winnsboro,SC,
1042,126-01-38-017-000,CURRENT RESIDENT,406 W MOULTRIE ST,WS-Winnsboro,SC,
1043,126-01-38-012-000,CURRENT RESIDENT,213 FRAZIER ST,WS-Winnsboro,SC,
1044,126-01-38-011-000,CURRENT RESIDENT,217 FRAZIER ST,WS-Winnsboro,SC,
1045,126-01-38-010-000,CURRENT RESIDENT,215 FRAZIER ST,WS-Winnsboro,SC,
1046,126-01-38-009-000,CURRENT RESIDENT,225 FRAZIER ST,WS-Winnsboro,SC,
1047,126-01-38-015-000,CURRENT RESIDENT,411 W LIBERTY ST,WS-Jackson,SC,
1048,126-03-03-001-000,CURRENT RESIDENT,513 W MOULTRIE ST,WS-Winnsboro,SC,
1049,126-03-03-002-000,CURRENT RESIDENT,511 W MOULTRIE ST,WS-Winnsboro,SC,
1050,126-03-03-003-000,CURRENT RESIDENT,509 W MOULTRIE ST,WS-Winnsboro,SC,
1051,126-03-03-004-000,CURRENT RESIDENT,505 MOULTRIE STREET,WS-Winnsboro,SC,
1052,126-03-03-005-000,CURRENT RESIDENT,501 W MOULTRIE ST,WS-Winnsboro,SC,
1053,126-03-03-006-000,CURRENT RESIDENT,500 MOULTRIE STREET,WS-Winnsboro,SC,
1054,126-03-03-010-000,CURRENT RESIDENT,MOULTRIE ST,WS-Winnsboro,SC,
1055,016-00-00-004-000,CURRENT RESIDENT,12173 OLD DOUGLASS ROAD,Fairfield,SC,
1056,016-00-00-008-000,CURRENT RESIDENT,39 MT OLIVE CHURCH RD,Fairfield,SC,
1057,016-00-00-019-000,CURRENT RESIDENT,12075 OLD DOUGLAS RD,Fairfield,SC,
1058,017-00-00-015-000,CURRENT RESIDENT,S INT S-20-214 & DIRT RD RD,Fairfield,SC,
1059,017-00-00-016-000,CURRENT RESIDENT,8100FT S INT S-20-214 & DIRT RD,Fairfield,SC,
1060,017-00-00-017-000,CURRENT RESIDENT,8100FT S INT S-20-214 & DIRT RD,Fairfield,SC,
1061,017-00-00-012-000,CURRENT RESIDENT,OFF TWO CREEK RD RD,Fairfield,SC,
1062,017-00-00-013-000,CURRENT RESIDENT,BLAIN TRACT,Fairfield,SC,
1063,018-00-00-003-000,CURRENT RESIDENT,BETWEEN THE CREEKS TRACT,Fairfield,SC,
1064,018-00-00-011-000,CURRENT RESIDENT,SW CORNER INT SC HWY 321 & S-20-214,Fairfield,SC,
1065,018-00-00-001-000,CURRENT RESIDENT,8600FT NW OF INT HWY 321 & S-20-214,Fairfield,SC,
1066,017-00-00-004-000,CURRENT RESIDENT,ROCK HOLE ASSOCIATION,Fairfield,SC,
1067,017-00-00-009-000,CURRENT RESIDENT,2100FT W INT S-20-214 & CO LINE 37,Fairfield,SC,
1068,017-00-00-010-000,CURRENT RESIDENT,2100FT W INT S-20-214 & CO LINE 43,Fairfield,SC,
1069,017-00-00-011-000,CURRENT RESIDENT,2100FT W INT S-20-214 & CO LINE 47,Fairfield,SC,
1070,018-00-00-002-000,CURRENT RESIDENT,1562 TWO CREEK ROAD,Fairfield,SC,
1071,017-00-00-005-000,CURRENT RESIDENT,OFF SCOOTER DR,Fairfield,SC,
1072,017-00-00-003-000,CURRENT RESIDENT,6700` SW INT S-20-214 & DIRT RD RD,Fairfield,SC,
1073,017-00-00-002-000,CURRENT RESIDENT,7500` SW INT S-20-214 & DIRT RD RD,Fairfield,SC,
1074,018-00-00-008-000,CURRENT RESIDENT,TWO CREEK RD RD,Fairfield,SC,
1075,018-00-00-018-000,CURRENT RESIDENT,300FT NE INT HWY 321 & S-20-130,WS-Wateree,SC,
1076,019-00-00-027-000,CURRENT RESIDENT,708 OVERLOOK ROAD,WS-Wateree,SC,
1077,019-00-00-028-000,CURRENT RESIDENT,4000FT NE INT S-20-130 & HWY 321 S,Fairfield,SC,
1078,019-00-00-023-000,CURRENT RESIDENT,4600FT NE INT S-20-130 & HWY 321 S,WS-Wateree,SC,
1079,019-00-00-021-000,CURRENT RESIDENT,OVERLOOK ROAD,WS-Wateree,SC,
1080,019-00-00-017-000,CURRENT RESIDENT,6100FT NE INT S-20-130 & HWY 321 E,WS-Wateree,SC,
1081,019-00-00-018-000,CURRENT RESIDENT,M 362 PT BLACKSTOCK,WS-Wateree,SC,
1082,019-00-00-016-000,CURRENT RESIDENT,1409 BLACKSTOCK RD,Fairfield,SC,
1083,018-00-00-017-000,CURRENT RESIDENT,38 BLACKSTOCK RD,WS-Wateree,SC,
1084,018-00-00-016-000,CURRENT RESIDENT,SE CORNER OF INT S-20-130 & US 321,WS-Wateree,SC,
1085,019-00-00-026-000,CURRENT RESIDENT,725 BLACKSTOCK RD,Fairfield,SC,
1086,018-00-00-014-000,CURRENT RESIDENT,12827 US 321 NORTH,Fairfield,SC,
1087,026-03-04-055-000,CURRENT RESIDENT,15485 HWY 21 N PARCEL A,Fairfield,SC,
1088,026-03-04-054-000,CURRENT RESIDENT,15483 US HWY 21 N PARCEL B,Fairfield,SC,
1089,043-00-00-068-000,CURRENT RESIDENT,CATAWBA RD,Fairfield,SC,
1090,078-03-00-006-000,CURRENT RESIDENT,TIMBERLANE CIRCLE SEC 22 LOT,Fairfield,SC,
1091,078-03-00-001-000,CURRENT RESIDENT,476 TIMBERLANE CIRCLE SEC 22 LOT 85,Fairfield,SC,
1092,078-03-00-004-000,CURRENT RESIDENT,TIMBERLANE DR DR,Fairfield,SC,
1093,030-00-00-006-000,CURRENT RESIDENT,3547 DAVE JENKINS ROAD,Fairfield,SC,
1094,030-00-00-008-000,CURRENT RESIDENT,E INT HWY 215 & 520-51 S HWY 520-,Fairfield,SC,
1095,030-00-00-007-000,CURRENT RESIDENT,3093 & 3095 DAVE JENKINS ROAD,Fairfield,SC,
1097,030-00-00-010-000,CURRENT RESIDENT,2500F E INT HY 215/S20-512200F SE O,Fairfield,SC,
1098,013-00-00-023-000,CURRENT RESIDENT,2518 DAVE JENKINS RD RD,Fairfield,SC,
1099,029-00-00-008-000,CURRENT RESIDENT,8571 HWY 215 NORTH,Fairfield,SC,
1100,012-00-00-030-000,CURRENT RESIDENT,9304 ST HWY 215 N,Fairfield,SC,
1101,031-00-00-007-000,CURRENT RESIDENT,OFF ASHFORD FERRY RD RD,Fairfield,SC,
1102,031-00-00-008-000,CURRENT RESIDENT,3817 FORT WAGNER RD,Fairfield,SC,
1103,015-00-00-011-000,CURRENT RESIDENT,S PORTION OF CROSBY TRACT,Fairfield,SC,
1104,015-00-00-012-000,CURRENT RESIDENT,5648 ASHFORD FERRY ROAD,Fairfield,SC,
1105,014-00-00-045-000,CURRENT RESIDENT,5938 ASHORD FERRY RD TURKEY FARM,Fairfield,SC,
1106,033-00-00-002-000,CURRENT RESIDENT,S-20-22,Fairfield,SC,
1107,033-00-00-005-000,CURRENT RESIDENT,INT S-20-28 & S-20-22 S 4800F W,Fairfield,SC,
1108,095-03-01-009-000,CURRENT RESIDENT,PELLY ST LOT 23,Fairfield,SC,
1109,095-03-01-004-000,CURRENT RESIDENT,HOLLY PLACE CT LOT 18,Fairfield,SC,
1110,095-03-01-005-000,CURRENT RESIDENT,129 PELLY RD LOT 17,Fairfield,SC,
1111,095-03-01-002-000,CURRENT RESIDENT,91 WILD DOGWOOD RD LOT 16,Fairfield,SC,
1112,095-04-01-001-000,CURRENT RESIDENT,82 PELLY RD LOT,Fairfield,SC,
1113,095-04-01-002-000,CURRENT RESIDENT,780 WATEREE ESTATES RD LOT 1,Fairfield,SC,
1114,095-04-01-004-000,CURRENT RESIDENT,PELLY RD LOT 13,Fairfield,SC,
1115,095-04-01-003-000,CURRENT RESIDENT,742 WATEREE ESTATES ROAD,Fairfield,SC,
1116,095-04-01-006-000,CURRENT RESIDENT,WILD DOGWOOD RD LOT 10,Fairfield,SC,
1117,095-04-01-007-000,CURRENT RESIDENT,WATEREE ESTATES RD LOT 9,Fairfield,SC,
1118,095-04-01-008-000,CURRENT RESIDENT,660 WATEREE ESTATES RD LOT,Fairfield,SC,
1119,095-04-01-009-000,CURRENT RESIDENT,WATEREE ESTATES RD LOT 7,Fairfield,SC,
1120,095-04-01-010-000,CURRENT RESIDENT,WATEREE ESTATES RD LOT 6,Fairfield,SC,
1121,095-04-01-012-000,CURRENT RESIDENT,WATEREE ESTATES RD LOT 3,Fairfield,SC,
1122,095-02-01-008-000,CURRENT RESIDENT,56 CLUB LN LOT,Fairfield,SC,
1123,095-04-02-038-000,CURRENT RESIDENT,126 DUTCHMAN LANE,Fairfield,SC,
1124,113-01-01-015-000,CURRENT RESIDENT,1936 WATEREE ESTATES RD,Fairfield,SC,
1125,095-03-01-024-000,CURRENT RESIDENT,TRACT `B` ON ALVEY PLAT,Fairfield,SC,
1126,126-01-18-002-000,CURRENT RESIDENT,502 W COLLEGE ST,WS-Winnsboro,SC,
1127,126-01-18-007-000,CURRENT RESIDENT,511 JOHNSON ST ST,WS-Winnsboro,SC,
1128,126-01-18-003-000,CURRENT RESIDENT,509 WEST COLLEGE STREET,WS-Winnsboro,SC,
1129,126-01-18-004-000,CURRENT RESIDENT,SPRING STREET,WS-Winnsboro,SC,
1130,126-01-18-006-000,CURRENT RESIDENT,JOHNSON ST ST,WS-Winnsboro,SC,
1131,126-01-18-005-000,CURRENT RESIDENT,404 SPRING ST,WS-Winnsboro,SC,
1132,126-01-18-008-000,CURRENT RESIDENT,513 JOHNSON ST ST,WS-Winnsboro,SC,
1133,126-01-19-001-000,CURRENT RESIDENT,512/514 JOHNSON ST ST,WS-Winnsboro,SC,
1134,126-01-19-002-000,CURRENT RESIDENT,106 JOHNSON ST ST,WS-Winnsboro,SC,
1135,126-01-19-003-000,CURRENT RESIDENT,JOHNSON & GAITHER STS,WS-Winnsboro,SC,
1136,126-01-19-004-000,CURRENT RESIDENT,501 SPRING ST,WS-Winnsboro,SC,
1137,126-01-19-005-000,CURRENT RESIDENT,503 SPRING ST #3629-51,WS-Winnsboro,SC,
1138,126-01-19-006-000,CURRENT RESIDENT,206 GAITHER ST,WS-Winnsboro,SC,
1139,126-01-19-010-000,CURRENT RESIDENT,45 RUSSELL ST,WS-Winnsboro,SC,
1140,126-01-19-008-000,CURRENT RESIDENT,505 SPRING ST,WS-Winnsboro,SC,
1141,126-01-19-012-000,CURRENT RESIDENT,401 RUSSELL ST,WS-Winnsboro,SC,
1142,126-01-19-007-000,CURRENT RESIDENT,208 GAITHER ST,WS-Winnsboro,SC,
1143,126-01-19-013-000,CURRENT RESIDENT,110 RUSSELL ST,WS-Winnsboro,SC,
1144,026-03-10-006-000,CURRENT RESIDENT,841 GIBSON END RD RD,Fairfield,SC,
1145,026-04-02-003-000,CURRENT RESIDENT,147 CHEROKEE LANE,Fairfield,SC,
1146,026-04-01-019-000,CURRENT RESIDENT,321 WRANGLER COURT,Fairfield,SC,
1147,026-03-10-015-000,CURRENT RESIDENT,707 GIBSON END ROAD,Fairfield,SC,
1148,104-00-03-056-000,CURRENT RESIDENT,PARCEL A STEVENSON EST,WS-Jackson,SC,
1149,104-00-03-049-000,CURRENT RESIDENT,PARCEL D STEVENSON EST,WS-Jackson,SC,
1150,104-00-02-098-000,CURRENT RESIDENT,1635 OLD AIRPORT ROAD,WS-Jackson,SC,
1151,104-00-03-054-000,CURRENT RESIDENT,2725 OLD AIRPORT RD,WS-Jackson,SC,
1152,104-00-03-055-000,CURRENT RESIDENT,2773 OLD AIRPORT RD,WS-Jackson,SC,
1153,077-01-00-016-000,CURRENT RESIDENT,2111 GREAT NORTH RD SEC 23 LOT 48,Fairfield,SC,
1154,077-01-00-015-000,CURRENT RESIDENT,2103 GREAT NORTH RD SEC 23 LOT 49,Fairfield,SC,
1155,077-01-00-014-000,CURRENT RESIDENT,2097 GREAT NORTH ROAD SEC 23 LOT 50,Fairfield,SC,
1156,077-01-00-013-000,CURRENT RESIDENT,2081 GREAT NORTH ROAD SEC 23 LOT 51,Fairfield,SC,
1157,077-01-00-012-000,CURRENT RESIDENT,2075 GREAT NORTH RD SEC 23 LOT 52-A,Fairfield,SC,
1158,077-01-00-010-000,CURRENT RESIDENT,2037 GREAT NORTH RD SEC 23 LOT 55,Fairfield,SC,
1159,077-01-00-009-000,CURRENT RESIDENT,2007 GREAT NORTH RD SEC 23 LOT 56,Fairfield,SC,
1160,077-01-00-007-000,CURRENT RESIDENT,1863 GREAT NORTH RD SEC 23 LOT 58,Fairfield,SC,
1161,077-01-00-006-000,CURRENT RESIDENT,1851 GREAT NORTH RD SEC 23 LOT 59,Fairfield,SC,
1162,077-01-00-005-000,CURRENT RESIDENT,1849 GREAT NORTH RD SEC 23 LOT 60,Fairfield,SC,
1163,077-01-00-004-000,CURRENT RESIDENT,1795 GREAT NORTH RD SEC 23 LOT 61,Fairfield,SC,
1164,077-01-00-008-000,CURRENT RESIDENT,GREAT NORTH RD SEC 23 LOT 57,Fairfield,SC,
1165,077-01-00-053-000,CURRENT RESIDENT,214 VALLEY 1 DRIVE SEC 23 LOT 8,Fairfield,SC,
1166,077-01-00-052-000,CURRENT RESIDENT,216 VALLEY 1 DR SEC 23 LOT 9,Fairfield,SC,
1167,077-01-00-051-000,CURRENT RESIDENT,240 VALLEY 1 DR SEC 23 LOT 10,Fairfield,SC,
1168,077-01-00-049-000,CURRENT RESIDENT,300 VALLEY 1 DR SEC 23 LOT 12,Fairfield,SC,
1169,077-01-00-048-000,CURRENT RESIDENT,326 VALLEY 1 DR SEC 23 LOT 13,Fairfield,SC,
1170,077-01-00-047-000,CURRENT RESIDENT,VALLEY 1 DR SEC 23 LOT 14,Fairfield,SC,
1171,077-01-00-046-000,CURRENT RESIDENT,396 VALLEY 1 DR SEC 23 LOT 15,Fairfield,SC,
1172,077-01-00-045-000,CURRENT RESIDENT,408 VALLEY 1 DRIVE SEC 23 LOT 16,Fairfield,SC,
1173,077-01-00-044-000,CURRENT RESIDENT,428 VALLEY 1 DR DR,Fairfield,SC,
1174,077-01-00-043-000,CURRENT RESIDENT,462 VALLEY 1 DRIVE SEC 23 LOT 18,Fairfield,SC,
1175,077-01-00-042-000,CURRENT RESIDENT,518 VALLEY 1 DR SEC 23 LOT 19,Fairfield,SC,
1176,077-01-00-041-000,CURRENT RESIDENT,528 & 531 VALLEY 1 DR SEC 23 L,Fairfield,SC,
1177,077-01-00-058-000,CURRENT RESIDENT,VALLEY 1 DR DR,Fairfield,SC,
1178,077-01-00-060-000,CURRENT RESIDENT,VALLEY 1 DR DR,Fairfield,SC,
1179,077-01-00-059-000,CURRENT RESIDENT,VALLEY ONE DR DR,Fairfield,SC,
1180,077-02-00-044-000,CURRENT RESIDENT,VALLEY 1 DR LOT 5A,Fairfield,SC,
1181,077-02-00-043-000,CURRENT RESIDENT,VALLEY 1 DR LOT 6A,Fairfield,SC,
1182,096-03-00-013-000,CURRENT RESIDENT,237 DEER RUN ROAD SEC 17 LOT 154,Fairfield,SC,
1183,096-03-00-014-000,CURRENT RESIDENT,255 DEER RUN ROAD SEC 17 LOT 153,Fairfield,SC,
1184,096-03-00-015-000,CURRENT RESIDENT,283 DEER RUN ROAD SEC 17 LOT 152,Fairfield,SC,
1185,096-03-00-016-000,CURRENT RESIDENT,293 DEER RUN ROAD SEC 17 LOT 151,Fairfield,SC,
1186,096-03-00-017-000,CURRENT RESIDENT,295 DEER RUN ROAD SEC 17 LOT 150,Fairfield,SC,
1187,096-03-00-018-000,CURRENT RESIDENT,335 DEER RUN ROAD SEC 17 LOT 149,Fairfield,SC,
1188,096-03-00-019-000,CURRENT RESIDENT,379 DEER RUN ROAD SEC 17 LOT 148,Fairfield,SC,
1189,096-03-00-020-000,CURRENT RESIDENT,397 DEER RUN ROAD SEC 17 LOT 147,Fairfield,SC,
1190,096-03-00-007-000,CURRENT RESIDENT,SEC 17 LOT 160,Fairfield,SC,
1191,096-03-00-035-000,CURRENT RESIDENT,1745 DEER RUN ROAD SEC 17 LOT 106,Fairfield,SC,
1192,096-03-00-036-000,CURRENT RESIDENT,1795 DEER RUN ROAD SEC 17 LOT 105,Fairfield,SC,
1193,096-03-00-037-000,CURRENT RESIDENT,1797 DEER RUN ROAD SEC 17 LOT 104,Fairfield,SC,
1194,096-03-00-038-000,CURRENT RESIDENT,1801 DEER RUN RD SEC 17 LOT 103,Fairfield,SC,
1195,096-03-00-039-000,CURRENT RESIDENT,1827 DEER RUN ROAD SEC 17 LOT 102,Fairfield,SC,
1196,114-01-01-004-000,CURRENT RESIDENT,495 DEER RUN ROAD SEC 17 LOT 143,Fairfield,SC,
1197,019-00-00-022-000,CURRENT RESIDENT,970 OVERLOOK RD,WS-Wateree,SC,
1198,018-00-00-005-000,CURRENT RESIDENT,1452 TWO CREEK ROAD,Fairfield,SC,
1199,018-00-00-004-000,CURRENT RESIDENT,131 ICON LANE,Fairfield,SC,
1200,018-00-00-007-000,CURRENT RESIDENT,136 ICON LANE,Fairfield,SC,
1201,018-00-00-015-000,CURRENT RESIDENT,247 BLACKSTOCK RD,Fairfield,SC,
1202,013-00-00-039-000,CURRENT RESIDENT,1533 DAVE JENKINS ROAD,Fairfield,SC,
1203,013-00-00-040-000,CURRENT RESIDENT,1495 DAVE JENKINS ROAD,Fairfield,SC,
1204,013-00-00-041-000,CURRENT RESIDENT,1497 DAVE JENKINS ROAD,Fairfield,SC,
1205,014-00-00-047-000,CURRENT RESIDENT,2767 CLOWNEY RD,Fairfield,SC,
1206,031-00-00-005-000,CURRENT RESIDENT,CLOWNEY RD,Fairfield,SC,
1207,031-00-00-011-000,CURRENT RESIDENT,INT S-20-51 & S-20-272 7000F E S-,Fairfield,SC,
1208,031-00-00-002-000,CURRENT RESIDENT,CLOWNEY ROAD,Fairfield,SC,
1209,031-00-00-010-000,CURRENT RESIDENT,1519 CLOWNEY ROAD,Fairfield,SC,
1210,030-00-00-012-000,CURRENT RESIDENT,218 OAK VIEW DR,Fairfield,SC,
1211,031-00-00-001-000,CURRENT RESIDENT,2200F S INT S-20-272 & S-20-51,Fairfield,SC,
1212,087-04-00-005-000,CURRENT RESIDENT,768 RAMSEY ROAD,WS-Jackson,SC,
1213,087-04-00-014-000,CURRENT RESIDENT,GIBSON TRACT,WS-Jackson,SC,
1214,087-04-00-013-000,CURRENT RESIDENT,RAMSEY ROAD,WS-Jackson,SC,
1215,105-00-00-009-000,CURRENT RESIDENT,INT SC 34 & S-20-116 N 2600FT E,WS-Jackson,SC,
1216,087-04-00-012-000,CURRENT RESIDENT,498 RAMSEY RD,WS-Jackson,SC,
1217,087-04-00-007-000,CURRENT RESIDENT,686 RAMSEY RD,WS-Jackson,SC,
1218,105-00-00-004-000,CURRENT RESIDENT,61 GLADE DR,WS-Jackson,SC,
1219,105-00-00-003-000,CURRENT RESIDENT,75 GLADE DR,WS-Jackson,SC,
1220,105-00-00-010-000,CURRENT RESIDENT,400 RAMSEY ROAD,WS-Jackson,SC,
1221,088-00-00-045-000,CURRENT RESIDENT,OFF ADGER RD RD,WS-Jackson,SC,
1222,087-04-00-016-000,CURRENT RESIDENT,3200FT S INT 321 & S-20 -38 4300FT,WS-Jackson,SC,
1223,090-01-01-013-000,CURRENT RESIDENT,52 VELVET DRIVE,Fairfield,SC,
1224,090-01-01-014-000,CURRENT RESIDENT,6400FT W HWY 200 & S-20- 222 25FT,Fairfield,SC,
1225,090-01-01-018-000,CURRENT RESIDENT,6100FT W INT S-20-222 & SC 200 N,Fairfield,SC,
